//ERROR: FILE TOO LARGE FOR MACHINE TRANSLATION

GENOTYPE        MEMBRANE IDENTIFIER              LOCAL DESIGNATION          LOCAL ID  LOCAL HSU LOCATION  LOCAL STATUS
IZ253OGI3187EM  M-APD5-9J0A-NXQ2-PQB6-9HZG-SLIJ  Terry Singh                O-3487    HLTU10G             Active
IZ253OGI3187EM  M-XCIH-IKVA-P9CF-TV4T-P8SQ-0GEI  Terry Singh                O-7019    TAOCH6Z             Unknown
IZ253OGI3187EM  M-9624-B7GY-G4H6-AT1D-CQNP-N6MN  Terry Singh                O-7353    MK3E9F6             Inactive
IZ253OGI3187EM  M-NG1T-32TQ-89HL-R18R-3N8Z-O7S5  Terry Isner                O-1169    O980TD1             Deceased
IZ253OGI3187EM  M-GOOJ-3Y5D-UPQ5-FW5O-L18B-LQVK  Terry Peterson             O-4515    PALKQI5             Deceased
IZ253OGI3187EM  M-S5W9-8X9Q-X5NO-OJWJ-EE1C-KDMG  Terry Singh                O-8010    6EJEST7             Deceased
IZ253OGI3187EM  M-STOW-8RT0-3D18-C5E7-PAHJ-JQAC  Terry Singh                O-8055    ESM14NG             Active
IZ253OGI3187EM  M-EY7H-YTAO-TPQO-IMRG-MWVK-RYHI  Terry Singh                O-8780    TO2O563             Unknown
IZ253OGI3187EM  M-94WJ-5C7C-TMSJ-TLBJ-CNPW-OZYC  Terry Singh                O-9747    MV4HWOE             Deceased
IZ253OGI3187EM  M-TB7X-4ZUP-RYI4-61TQ-SO56-4HWA  Terry Singh                O-5540    AC21Y4Q             Inactive
IZ253OGI3187EM  M-UMIE-JU3J-FUZ4-FJH3-1C25-DGML  Terry Webb                 O-1084    GT9QV8K             Deceased
IZ253OGI3187EM  M-38DA-42HM-O7CS-RQG6-49ZM-BZLI  Terry Singh                O-7973    RW8ZZV6             Active
IZ253OGI3187EM  M-GBE2-P16N-96KK-R3ON-MNPH-HYLL  Terry Singh                O-8461    WT5UMBT             Active
IZ253OGI3187EM  M-55AE-RAJE-X432-YP6X-AYTU-G5PB  Terry Singh                O-1804    TP66F3D             Inactive
IZ253OGI3187EM  M-UL9Y-KDBR-026U-0258-XGXW-9WY7  Terry Huang                O-8159    PT9FTZN             Deceased
IZ253OGI3187EM  M-Q1HS-F0FA-P8UG-BU4T-3MC5-TM6I  Terry Singh                O-4063    537J7T5             Inactive
IZ253OGI3187EM  M-2U79-H2C8-WBIS-6SL9-X5E2-IZ7C  Terry Cassina              O-9110    86S62HN             Active
IZ253OGI3187EM  M-LE3X-T3ND-49ZV-3F2X-6WT9-MLXL  Terry Singh                O-1398    T7HM26W             Inactive
IZ253OGI3187EM  M-ADHX-IEAD-W4YD-9OO3-YEY6-20GS  Terry Singh                O-1749    DDUQFGB             Inactive
IZ253OGI3187EM  M-DR5V-G70A-QSXQ-V04Z-9W88-RYXS  Terry Singh                O-4673    C8TG6T1             Active
IZ253OGI3187EM  M-HZLH-X0SJ-7ZU1-JO6Y-EXXR-18H8  Terry Singh                O-6349    07LOSYU             Deceased
IZ253OGI3187EM  M-K87F-1HBP-3NOR-WSNZ-9NT6-FCQU  Terry Singh                O-7848    TN9NV05             Active
IZ253OGI3187EM  M-0J43-BG0J-SM7Y-3MRZ-YF85-APCV  Terry Breton               O-9052    W230301             Active
IZ253OGI3187EM  M-K7RN-OK2H-RMPS-NHNX-WE9J-VY6W  Terry Singh                O-6773    ZN22N36             Active
IZ253OGI3187EM  M-63IA-EVUK-HITE-YN4H-UZGQ-79MQ  Terry Singh                O-7298    8905YW3             Deceased
IZ253OGI3187EM  M-1KJ5-Q29W-A4RV-B1D6-1ELE-YJ9I  Terry Singh                O-4802    957KICU             Inactive
IZ253OGI3187EM  M-J1Z6-RQZ6-R2J3-LZ4O-I6E3-6JF3  Terry Singh                O-5248    ZVCTPGQ             Active
IZ253OGI3187EM  M-WKY2-XH1S-LAVY-DDET-EUDJ-RJUC  Terry Ladd                 O-9873    F0QD2AA             Inactive
IZ253OGI3187EM  M-J661-FFMA-W5KH-17JK-A1RL-DFLF  Terry Singh                O-5655    USWE5YV             Active
IZ253OGI3187EM  M-2UYM-F5LM-ZVS1-KAMG-XVCH-362H  Terry Singh                O-3351    OIR6EBX             Deceased
IZ253OGI3187EM  M-L3J0-2J9D-V09V-QA40-U7SG-OR99  Terry Singh                O-5856    75PUYGA             Active
IZ253OGI3187EM  M-OLXR-DDM5-2RBM-WVUP-VOGU-B1ZX  Terry Humphreys            O-1982    10J7XQ2             Active
IZ253OGI3187EM  M-0MX5-OV23-3JLR-VSAR-OD39-8SE8  Terry Inglis               O-2472    IK26V3O             Inactive
IZ253OGI3187EM  M-NCUA-LP8X-VA01-QQQG-YHSN-JD4D  Terry Singh                O-1845    MLFNO9K             Unknown
IZ253OGI3187EM  M-OYF7-8ZYI-IYSM-B2RO-KY5V-1JB8  Terry Singh                O-4831    MVWLE2H             Inactive
IZ253OGI3187EM  M-WXL0-90ZK-HQVX-KAY5-LRT1-8EE5  Terry Singh                O-6513    4ASE392             Inactive
IZ253OGI3187EM  M-0ECV-HJLF-XHLL-O7JR-9HEU-G4EJ  Terry Singh                O-3068    2NHHH2F             Active
IZ253OGI3187EM  M-99JK-ZJ9R-SQA5-YDC8-FQAD-ZNRN  Terry Singh                O-5995    8YASIJV             Active
IZ253OGI3187EM  M-IC20-ATY6-A2VI-9BPN-H327-7N25  Terry Singh                O-3295    UJHJH0P             Active
JP3T9G23KNJADZ  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  Thierry Tilton             GO-3860   FWWSXUO             Deceased
JP3T9G23KNJADZ  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  Thierry Voisin             GO-9240   JK124VT             Inactive
JP3T9G23KNJADZ  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  Thierry Voisin             GO-8569   88FGHEN             Inactive
JP3T9G23KNJADZ  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  Thierry Graves             GO-3535   6V26TWK             Active
JP3T9G23KNJADZ  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  Thierry Voisin             GO-1100   1K4WJNX             Active
JP3T9G23KNJADZ  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  Thierry Chesny             GO-2413   0UZTH1Z             Active
JP3T9G23KNJADZ  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  Thierry Voisin             GO-8946   OIZOXBV             Active
JP3T9G23KNJADZ  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  Thierry Voisin             GO-6831   LCD9VBJ             Active
JP3T9G23KNJADZ  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  Thierry Voisin             GO-3465   A3WE8DS             Active
JP3T9G23KNJADZ  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  Thierry Voisin             GO-8215   97GVI6H             Inactive
JP3T9G23KNJADZ  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  Thierry Voisin             GO-7958   NQW9MYR             Deceased
JP3T9G23KNJADZ  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  Thierry Harries            GO-9975   NDR5VYP             Active
JP3T9G23KNJADZ  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  Thierry Voisin             GO-1625   I1WXMOZ             Deceased
JP3T9G23KNJADZ  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  Thierry Voisin             GO-7598   1CPIYHP             Active
JP3T9G23KNJADZ  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  Thierry Voisin             GO-2192   LT2PEO7             Deceased
JP3T9G23KNJADZ  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  Thierry Voisin             GO-3583   WQAJM1X             Inactive
JP3T9G23KNJADZ  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  Thierry Voisin             GO-2917   0EINOC0             Deceased
JP3T9G23KNJADZ  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  Thierry Voisin             GO-1856   GU76SSW             Inactive
JP3T9G23KNJADZ  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  Thierry Voisin             GO-9911   NH1YRBB             Active
JP3T9G23KNJADZ  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  Thierry Muller             GO-7437   TYQQKSW             Inactive
JP3T9G23KNJADZ  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  Thierry Voisin             GO-1498   KWO9WBB             Active
JP3T9G23KNJADZ  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  Thierry Voisin             GO-6257   7G5KEYE             Inactive
JP3T9G23KNJADZ  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  Thierry Voisin             GO-6565   95TW5LI             Active
JP3T9G23KNJADZ  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  Thierry Voisin             GO-2272   JIU50VG             Unknown
JP3T9G23KNJADZ  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  Thierry Voisin             GO-3204   P17DUE6             Inactive
JP3T9G23KNJADZ  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  Thierry Voisin             GO-6198   7T66QVQ             Inactive
JP3T9G23KNJADZ  M-QRUQ-5OZC-0IB4-VNF9-2FJ9-M0WY  Thierry Voisin             GO-9820   A5ONN6U             Inactive
JP3T9G23KNJADZ  M-ZEIW-5V8R-IU1I-7T68-7D0W-BNCB  Thierry Voisin             GO-9031   373OHOA             Inactive
JP3T9G23KNJADZ  M-MZ9N-1A60-5510-FCHF-JTWB-V6CJ  Thierry Hardin             GO-1097   N3E6P4R             Unknown
JP3T9G23KNJADZ  M-JLBI-99XM-CHJF-VUZH-XBNB-2G35  Thierry Voisin             GO-4179   P7GUUIB             Deceased
JP3T9G23KNJADZ  M-6VNR-1BPQ-X0EQ-9Y05-HOX7-2CTY  Thierry Cho                GO-6758   LW0PZ2J             Deceased
JP3T9G23KNJADZ  M-4ONU-TAQC-SGMO-WGVB-23S5-QJH8  Thierry Voisin             GO-1456   NGRMYWV             Unknown
JP3T9G23KNJADZ  M-KR3N-S5C4-CYWM-X47W-JC72-LLJB  Thierry Voisin             GO-5710   4DYM05U             Active
JP3T9G23KNJADZ  M-3WF9-TYIV-HPJB-GDUW-ESM7-TJO7  Thierry Voisin             GO-9509   029A18V             Deceased
JP3T9G23KNJADZ  M-65VO-LPW9-H2T6-0DKN-QBEI-V5QG  Thierry Voisin             GO-8968   7H22YSS             Active
JP3T9G23KNJADZ  M-RKY3-9MSU-HHCX-D4K1-2K4O-TY6B  Thierry Voisin             GO-2147   KD9RW1A             Unknown
JP3T9G23KNJADZ  M-H8QR-EGMB-PO6A-0394-K9YT-AWKW  Thierry Voisin             GO-3266   WWT0H5U             Inactive
JP3T9G23KNJADZ  M-1NQK-ABX3-OXVA-5AQB-4BHY-7JB8  Thierry Bonnell            GO-5900   4RH4NRV             Deceased
JP3T9G23KNJADZ  M-K9ET-ANAV-Y4Z1-0CAN-1DWC-H89J  Thierry Voisin             GO-1124   40O83YP             Active
JP3T9G23KNJADZ  M-TWY8-OWYS-LR9B-7D2A-WAMA-KYL2  Thierry Voisin             GO-8512   9ZUAEDT             Unknown
JP3T9G23KNJADZ  M-B364-X80M-A4AN-ZCGB-GHPI-C9QY  Thierry Voisin             GO-4327   9Z5EEUD             Inactive
JP3T9G23KNJADZ  M-KVQH-W884-L67V-Z34N-0XAD-CPLU  Thierry Deakins            GO-3047   GQKTCAD             Active
JP3T9G23KNJADZ  M-4K4C-JC0C-NIUB-STZB-5FB3-EUMM  Thierry Voisin             GO-3990   ZU8LB7Q             Active
JP3T9G23KNJADZ  M-NCSO-8NV4-K5ML-D6VJ-F5HQ-J34H  Thierry Voisin             GO-8046   NUS2DVX             Inactive
JP3T9G23KNJADZ  M-79H6-NSPJ-8RZG-TLDA-WZ1X-GO89  Thierry Voisin             GO-4309   690C2B4             Inactive
JP3T9G23KNJADZ  M-U2XJ-N5DU-ILR9-GYR2-PDMW-GOZ4  Thierry Voisin             GO-6186   2M0I6RX             Active
JP3T9G23KNJADZ  M-1H3T-BHAT-BHMU-4F6C-NF8I-4E48  Thierry Voisin             GO-1635   JEP1XLJ             Inactive
JP3T9G23KNJADZ  M-I9HD-BL2F-D2SF-CTSA-L888-M67J  Thierry Voisin             GO-3689   EVZCGCW             Inactive
JP3T9G23KNJADZ  M-HKIB-QQAW-N5LC-96RZ-PHRC-X0A4  Thierry Voisin             GO-3916   EMLB9PJ             Inactive
JP3T9G23KNJADZ  M-W776-G6VL-B761-D1YW-162G-IPAO  Thierry Voisin             GO-5247   RTQK9I7             Inactive
JP3T9G23KNJADZ  M-QISE-O4WQ-KOOS-TEPR-JAAC-A0WY  Thierry Voisin             GO-1562   IICEP2D             Inactive
JP3T9G23KNJADZ  M-S5K0-74VH-6SP7-NR7H-LPRY-MGCX  Thierry Voisin             GO-1936   QDAPJO2             Unknown
JP3T9G23KNJADZ  M-QL6I-P8O0-W4WT-U5TP-2HVA-YSE2  Thierry Voisin             GO-6224   NAAW8IY             Active
JP3T9G23KNJADZ  M-C30U-J7LM-2XKW-7N18-EZLS-5OXP  Thierry Voisin             GO-5271   9OG7BO2             Inactive
JP3T9G23KNJADZ  M-6B6F-UC88-HDFV-H3RZ-TJ06-V7SO  Thierry Voisin             GO-3999   U8RYDL6             Active
JP3T9G23KNJADZ  M-PX59-GV7Y-GLYH-AG20-YLO3-IG0K  Thierry Voisin             GO-2206   NW80JSX             Inactive
JP3T9G23KNJADZ  M-IV9V-X039-TRZ6-G81V-GQP6-FJYN  Thierry Voisin             GO-1723   JLWZBRD             Unknown
JP3T9G23KNJADZ  M-RAHK-SYGJ-7V1V-WLBP-RZYT-Q5T0  Thierry Goddard            GO-8241   TQXAAJI             Active
JP3T9G23KNJADZ  M-T3X2-04F8-6WEX-STQ4-KQ9V-HG94  Thierry Voisin             GO-3304   35GNOL5             Deceased
JP3T9G23KNJADZ  M-PAOQ-UF6V-QR0Z-AOTD-Q3YA-HO68  Thierry Voisin             GO-9752   FT1GC5A             Deceased
JP3T9G23KNJADZ  M-I3I9-57TN-32NZ-PYN1-ZTGB-3146  Thierry Voisin             GO-1157   NB5ZZA0             Inactive
JP3T9G23KNJADZ  M-76FO-R8XB-DPI1-66ZS-8M5I-B3X1  Thierry Voisin             GO-8019   DUIA7YB             Active
JP3T9G23KNJADZ  M-P7LY-H5FR-9LC9-2F65-FMW9-QW42  Thierry Voisin             GO-3584   R3XDCXT             Deceased
JP3T9G23KNJADZ  M-3XCQ-5V5E-JN8T-X93I-K01V-4003  Thierry Muller             GO-8350   01M5H2D             Deceased
JP3T9G23KNJADZ  M-QACZ-GXL2-DT4T-2YVN-Q80O-GMHG  Thierry Voisin             GO-4704   14T8VDF             Active
JP3T9G23KNJADZ  M-SOZZ-4J7C-7JA5-TF7V-CFQE-EJPV  Thierry Voisin             GO-5042   O2LKJS0             Active
JP3T9G23KNJADZ  M-FOE5-AMWD-26G2-8V84-V1WS-YZ4K  Thierry Voisin             GO-5732   K8NQW4Y             Active
JP3T9G23KNJADZ  M-BELA-6DBI-8DUQ-EBCU-W7DW-8EWR  Thierry Voisin             GO-9996   0DDAHQX             Inactive
JP3T9G23KNJADZ  M-HWTM-X77P-T345-AWHZ-4845-BRZT  Thierry Voisin             GO-5435   KS3RIWL             Active
JP3T9G23KNJADZ  M-ZB60-WHL7-S43J-TYVB-FE6K-HHUA  Thierry Yanez              GO-2376   0ZBMV5C             Deceased
JP3T9G23KNJADZ  M-0N1A-J1QZ-6AXV-BH3M-S7NG-37FF  Thierry Voisin             GO-3836   AM22F2P             Inactive
JP3T9G23KNJADZ  M-M306-VOLR-R5AI-PLX1-ODMT-B9A8  Thierry Voisin             GO-2837   29PV7PB             Inactive
JP3T9G23KNJADZ  M-LU2J-3OH2-IVXQ-BTES-YFEF-GU6G  Thierry Choi               GO-3871   0P8NWSE             Deceased
JP3T9G23KNJADZ  M-KW2Z-UVEN-31VA-WBXD-YHA3-XH04  Thierry Voisin             GO-1394   JR2B6OU             Deceased
JP3T9G23KNJADZ  M-8455-5410-YV9H-VRHW-RKWJ-8D6W  Thierry Voisin             GO-6140   JMDB9VZ             Active
JP3T9G23KNJADZ  M-SBR8-UCTC-6710-0JR8-A4MA-CQRH  Thierry Voisin             GO-4829   1KICYHS             Inactive
JP3T9G23KNJADZ  M-AOMM-UQ54-8JN4-N2GV-C6LY-ZR5H  Thierry Voisin             GO-6035   TO6KGK9             Unknown
JP3T9G23KNJADZ  M-3YID-15UB-TJ8F-ZGSP-B62R-6XVH  Thierry Voisin             GO-8625   JD88N81             Active
JP3T9G23KNJADZ  M-X07F-E3RS-SFT6-I1DC-YLKD-3B65  Thierry Voisin             GO-2427   491JN5T             Active
JP3T9G23KNJADZ  M-O6W3-YOLG-DBQA-7O70-2QWU-WWHJ  Thierry Voisin             GO-9269   WLU83L9             Unknown
JP3T9G23KNJADZ  M-302U-MRNW-4C1H-GX3E-3N3G-LCEJ  Thierry Voisin             GO-8339   E0L8LW0             Unknown
JP3T9G23KNJADZ  M-NULN-OLI1-ZMA8-V03V-X3G5-XZTE  Thierry Voisin             GO-5019   C50ZEVA             Active
JP3T9G23KNJADZ  M-WR1J-2A70-VTG1-G9HT-39S4-X4TC  Thierry Voisin             GO-8907   IFCVX87             Deceased
JP3T9G23KNJADZ  M-THTS-6IVY-AG17-U98Z-OJNC-UCPX  Thierry Voisin             GO-8306   KQ2KL96             Deceased
JP3T9G23KNJADZ  M-VWCY-HZQ1-7YZV-QP4N-7S1A-IK93  Thierry Voisin             GO-1133   DMMM9AE             Deceased
JP3T9G23KNJADZ  M-A3PO-RRSR-267J-G7QL-ZA95-KNI9  Thierry Voisin             GO-6543   NXABMB1             Active
JP3T9G23KNJADZ  M-O9FB-KPPK-XIYO-JCJQ-GH2U-SVH9  Thierry Voisin             GO-9123   EATJKSN             Inactive
JP3T9G23KNJADZ  M-CPKH-LETW-UQAS-MRHN-QWV7-JCCX  Thierry Voisin             GO-5259   GRMGNB4             Active
JP3T9G23KNJADZ  M-1TYD-UXR3-2F85-EH9T-ZB32-B1EZ  Thierry Voisin             GO-3889   JSX9W38             Inactive
JP3T9G23KNJADZ  M-APD5-9J0A-NXQ2-PQB6-9HZG-SLIJ  Thierry Voisin             GO-4615   TOMEU55             Inactive
JP3T9G23KNJADZ  M-XCIH-IKVA-P9CF-TV4T-P8SQ-0GEI  Thierry Voisin             GO-3962   RBUL7FG             Active
JP3T9G23KNJADZ  M-9624-B7GY-G4H6-AT1D-CQNP-N6MN  Thierry Voisin             GO-7964   PIABQS7             Deceased
JP3T9G23KNJADZ  M-NG1T-32TQ-89HL-R18R-3N8Z-O7S5  Thierry Wilson             GO-7795   4AGV8KD             Inactive
JP3T9G23KNJADZ  M-GOOJ-3Y5D-UPQ5-FW5O-L18B-LQVK  Thierry Voisin             GO-9962   FNCZH2U             Inactive
JP3T9G23KNJADZ  M-S5W9-8X9Q-X5NO-OJWJ-EE1C-KDMG  Thierry Gunter             GO-4806   WGEZXSY             Active
JP3T9G23KNJADZ  M-STOW-8RT0-3D18-C5E7-PAHJ-JQAC  Thierry Voisin             GO-5070   Q24Q6X3             Active
JP3T9G23KNJADZ  M-EY7H-YTAO-TPQO-IMRG-MWVK-RYHI  Thierry Voisin             GO-4512   JW7GKBY             Active
JP3T9G23KNJADZ  M-94WJ-5C7C-TMSJ-TLBJ-CNPW-OZYC  Thierry Gochez             GO-3557   NGTWV1M             Active
JP3T9G23KNJADZ  M-TB7X-4ZUP-RYI4-61TQ-SO56-4HWA  Thierry Voisin             GO-8289   YRWZMV3             Active
JP3T9G23KNJADZ  M-UMIE-JU3J-FUZ4-FJH3-1C25-DGML  Thierry Voisin             GO-5171   B5M3AJO             Active
JP3T9G23KNJADZ  M-38DA-42HM-O7CS-RQG6-49ZM-BZLI  Thierry Voisin             GO-8315   HMFCXK5             Active
JP3T9G23KNJADZ  M-GBE2-P16N-96KK-R3ON-MNPH-HYLL  Thierry Voisin             GO-3646   0ES716I             Active
JP3T9G23KNJADZ  M-55AE-RAJE-X432-YP6X-AYTU-G5PB  Thierry Voisin             GO-7690   AVDB0M2             Active
JP3T9G23KNJADZ  M-UL9Y-KDBR-026U-0258-XGXW-9WY7  Thierry Voisin             GO-3156   KH0TBAH             Deceased
JP3T9G23KNJADZ  M-Q1HS-F0FA-P8UG-BU4T-3MC5-TM6I  Thierry Voisin             GO-8304   0VNJ2KG             Inactive
JP3T9G23KNJADZ  M-2U79-H2C8-WBIS-6SL9-X5E2-IZ7C  Thierry Voisin             GO-6360   4NT8RQ7             Active
JP3T9G23KNJADZ  M-LE3X-T3ND-49ZV-3F2X-6WT9-MLXL  Thierry Voisin             GO-8084   MD2VZUB             Inactive
JP3T9G23KNJADZ  M-ADHX-IEAD-W4YD-9OO3-YEY6-20GS  Thierry McGuire            GO-2921   KJ1K6V7             Active
JP3T9G23KNJADZ  M-DR5V-G70A-QSXQ-V04Z-9W88-RYXS  Thierry Voisin             GO-9849   EPTVJX9             Unknown
JP3T9G23KNJADZ  M-HZLH-X0SJ-7ZU1-JO6Y-EXXR-18H8  Thierry Voisin             GO-3567   TFX9VCG             Deceased
JP3T9G23KNJADZ  M-K87F-1HBP-3NOR-WSNZ-9NT6-FCQU  Thierry Voisin             GO-8741   HTDI547             Inactive
JP3T9G23KNJADZ  M-0J43-BG0J-SM7Y-3MRZ-YF85-APCV  Thierry Voisin             GO-4998   D78LQGQ             Inactive
JP3T9G23KNJADZ  M-K7RN-OK2H-RMPS-NHNX-WE9J-VY6W  Thierry Voisin             GO-8355   LV95ZIZ             Deceased
JP3T9G23KNJADZ  M-63IA-EVUK-HITE-YN4H-UZGQ-79MQ  Thierry Voisin             GO-4152   8AMI383             Deceased
JP3T9G23KNJADZ  M-1KJ5-Q29W-A4RV-B1D6-1ELE-YJ9I  Thierry Voisin             GO-5178   8FWER4C             Unknown
JP3T9G23KNJADZ  M-J1Z6-RQZ6-R2J3-LZ4O-I6E3-6JF3  Thierry Voisin             GO-2637   ZYCB19A             Unknown
JP3T9G23KNJADZ  M-WKY2-XH1S-LAVY-DDET-EUDJ-RJUC  Thierry Voisin             GO-6879   RUK3RTI             Deceased
JP3T9G23KNJADZ  M-J661-FFMA-W5KH-17JK-A1RL-DFLF  Thierry Voisin             GO-8293   TXD63QJ             Active
JP3T9G23KNJADZ  M-2UYM-F5LM-ZVS1-KAMG-XVCH-362H  Thierry Voisin             GO-9987   T09B6EF             Active
JP3T9G23KNJADZ  M-L3J0-2J9D-V09V-QA40-U7SG-OR99  Thierry Lang               GO-8413   2LH8LOV             Inactive
JP3T9G23KNJADZ  M-OLXR-DDM5-2RBM-WVUP-VOGU-B1ZX  Thierry Voisin             GO-9743   7737JZR             Active
JP3T9G23KNJADZ  M-0MX5-OV23-3JLR-VSAR-OD39-8SE8  Thierry Voisin             GO-7709   PCOLOVO             Active
JP3T9G23KNJADZ  M-NCUA-LP8X-VA01-QQQG-YHSN-JD4D  Thierry Voisin             GO-5270   RSIXN2G             Inactive
JP3T9G23KNJADZ  M-OYF7-8ZYI-IYSM-B2RO-KY5V-1JB8  Thierry Voisin             GO-1784   7C9454Y             Inactive
JP3T9G23KNJADZ  M-WXL0-90ZK-HQVX-KAY5-LRT1-8EE5  Thierry Voisin             GO-9048   JD4FFWW             Deceased
JP3T9G23KNJADZ  M-0ECV-HJLF-XHLL-O7JR-9HEU-G4EJ  Thierry Voisin             GO-2500   0K8U12D             Active
JP3T9G23KNJADZ  M-99JK-ZJ9R-SQA5-YDC8-FQAD-ZNRN  Thierry Voisin             GO-1247   XV0RT1K             Deceased
JP3T9G23KNJADZ  M-IC20-ATY6-A2VI-9BPN-H327-7N25  Thierry Voisin             GO-1891   38K7VO9             Inactive
WCBFMHLB21GNTV  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  Thomas Marshall            F-9343    43DO42G             Deceased
WCBFMHLB21GNTV  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  Thomas Marshall            F-1412    9TFJ811             Unknown
WCBFMHLB21GNTV  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  Thomas Marshall            F-7212    IJDWADK             Deceased
WCBFMHLB21GNTV  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  Thomas Marshall            F-3843    RJMLDOP             Deceased
WCBFMHLB21GNTV  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  Thomas Hull                F-8241    EUIUHX5             Deceased
WCBFMHLB21GNTV  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  Thomas Marshall            F-6189    Q4G796Y             Active
WCBFMHLB21GNTV  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  Thomas Marshall            F-4062    BUIU9TV             Inactive
WCBFMHLB21GNTV  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  Thomas Akiyama             F-6563    ZGLULYN             Active
WCBFMHLB21GNTV  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  Thomas Marshall            F-7242    U0C1O15             Inactive
WCBFMHLB21GNTV  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  Thomas Marshall            F-3037    97Z0D62             Active
WCBFMHLB21GNTV  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  Thomas Marshall            F-4646    O7ZBGVP             Deceased
WCBFMHLB21GNTV  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  Thomas Marshall            F-2514    ZE1D54P             Inactive
WCBFMHLB21GNTV  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  Thomas Campos              F-5298    N7A68R5             Inactive
WCBFMHLB21GNTV  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  Thomas Marshall            F-7737    DDFUF3B             Active
WCBFMHLB21GNTV  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  Thomas Enright             F-8537    WT46X3K             Inactive
WCBFMHLB21GNTV  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  Thomas Marshall            F-9043    JVSED75             Inactive
WCBFMHLB21GNTV  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  Thomas Marshall            F-5468    WLXT6PW             Deceased
WCBFMHLB21GNTV  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  Thomas Marshall            F-4567    AZ3EO6L             Inactive
WCBFMHLB21GNTV  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  Thomas Martinez            F-4970    3TQA2OC             Active
WCBFMHLB21GNTV  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  Thomas Marshall            F-8270    V7HIAFD             Inactive
WCBFMHLB21GNTV  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  Thomas Marshall            F-6221    LR25TAR             Active
WCBFMHLB21GNTV  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  Thomas Marshall            F-6398    2SBJNPW             Active
WCBFMHLB21GNTV  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  Thomas Marshall            F-8926    3A1I79Q             Deceased
WCBFMHLB21GNTV  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  Thomas Marshall            F-3906    CBEKT3B             Inactive
WCBFMHLB21GNTV  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  Thomas Marshall            F-4812    OQL5KSZ             Active
WCBFMHLB21GNTV  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  Thomas Marshall            F-1699    HBJ453A             Unknown
WCBFMHLB21GNTV  M-QRUQ-5OZC-0IB4-VNF9-2FJ9-M0WY  Thomas Marshall            F-9407    BP1P8P1             Active
